kind,id,classe,nfac,area_mm2,rmin_mm,rmax_mm,length_mm,zmin_mm,zmax_mm,n_er,n_z,orient,azimut_deg
component,46,peripherique,1,3.9827,11.5385,15.0779,3.5394,8.5557,9.5691,0.3236,0.8761,horizontale,2.0
component,47,peripherique,1,0.5759,8.0980,9.0542,0.9562,5.0450,5.3290,0.2872,0.9566,horizontale,-5.0
component,48,peripherique,1,1.9878,11.8535,14.0066,2.1531,13.8011,14.1352,0.1546,0.9859,horizontale,-75.3
component,49,peripherique,1,0.6445,7.3263,8.5900,1.2637,3.1767,4.1503,0.6172,0.7851,horizontale,-159.5
component,50,peripherique,1,0.6194,8.5296,9.9688,1.4392,3.3444,3.6016,0.1639,0.9831,horizontale,-69.6
component,51,centrale,1,4.0328,4.4226,7.0466,2.6240,16.3885,18.2662,0.4699,0.7632,horizontale,-136.4
component,52,peripherique,1,0.7161,7.7855,8.9953,1.2098,1.9895,3.2059,0.1112,0.2318,radiale,84.0
component,53,peripherique,1,1.0643,9.4728,10.5332,1.0603,6.8601,8.4519,0.8606,0.4193,conique,162.8
component,54,centrale,1,2.0404,4.0355,6.0662,2.0306,14.5017,16.0540,0.1531,0.7517,horizontale,26.5
component,55,peripherique,1,0.4761,7.1736,7.9969,0.8233,8.4886,8.9226,0.5913,0.7238,horizontale,-98.3
component,56,peripherique,1,3.5399,12.5756,13.8710,1.2954,13.8011,16.5494,0.8854,0.4257,conique,-81.9
component,57,peripherique,1,4.1696,10.4328,12.4001,1.9673,13.1476,15.3656,0.7587,0.6301,horizontale,-177.8
arm,0,bras,4038,5728.0881,3.8480,31.2974,27.4494,0.0000,35.9532,0.3849,0.4632,conique,-54.8
arm,1,bras,6,3.8510,5.6501,7.2314,1.5814,0.0000,1.0684,0.4651,0.5201,conique,-83.5
arm,2,bras,2,1.2435,5.5557,6.5160,0.9603,0.0000,1.0436,0.6971,0.6274,horizontale,145.1
arm,3,bras,2,1.8385,6.0340,7.7694,1.7355,0.9842,1.4728,0.0845,0.9445,horizontale,-130.9
arm,4,bras,2,1.3782,5.7520,6.7371,0.9851,9.7868,10.9938,0.4188,0.5825,conique,52.5
arm,5,bras,1,0.5707,5.6146,6.8587,1.2440,0.0000,0.8548,0.4455,0.5296,conique,-135.3
arm,6,bras,1,0.8963,5.4931,6.4812,0.9881,0.0000,1.6080,0.0470,0.4547,radiale,115.8
arm,7,bras,1,0.8697,5.4961,6.7115,1.2153,0.0000,1.3177,0.5871,0.4697,conique,77.9
arm,8,bras,1,0.7775,5.4134,6.6182,1.2048,8.4750,9.3263,0.2211,0.8538,horizontale,-10.6
arm,9,bras,1,3.1154,4.7640,7.3292,2.5652,12.4117,14.2722,0.5733,0.2877,conique,0.5
arm,10,bras,1,0.4746,5.6146,7.0779,1.4632,0.8548,1.4728,0.5181,0.7201,horizontale,-138.6
arm,11,bras,1,0.5113,5.4876,6.4381,0.9506,1.6080,2.4868,0.5082,0.6043,horizontale,109.7
arm,12,bras,1,3.0789,5.0530,6.8228,1.7697,14.4017,16.6523,0.7606,0.5985,conique,-143.2
arm,13,bras,1,0.5581,5.8224,7.4384,1.6160,9.2980,9.8051,0.3301,0.6089,horizontale,102.5
arm,14,bras,1,6.6058,5.9469,8.9036,2.9568,31.7121,36.3038,0.2224,0.3347,radiale,65.9
arm,15,bras,1,2.4251,6.0762,8.4825,2.4063,16.7484,17.7874,0.2522,0.8771,horizontale,109.9
